Description	Iteration	Outer_Fold	Inner_Fold	Algorithm	Metric	Value
StrongSignal_Both	2	2	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	AUROC	0.994047619047619
StrongSignal_Both	2	2	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	BalancedAccuracy	0.8125
StrongSignal_Both	2	2	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	Brier	0.0974871513801001
StrongSignal_Both	2	2	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	F1	0.782446311858077
StrongSignal_Both	2	2	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	FDR	0.1
StrongSignal_Both	2	2	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	FNR	0.25
StrongSignal_Both	2	2	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	FPR	0.125
StrongSignal_Both	2	2	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	MCC	0.71367922031433
StrongSignal_Both	2	2	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	MMCE	0.133333333333333
StrongSignal_Both	2	2	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	NPV	0.920940170940171
StrongSignal_Both	2	2	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	PPV	0.9
StrongSignal_Both	2	2	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	Precision	0.9
StrongSignal_Both	2	2	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	Recall	0.75
StrongSignal_Both	2	2	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	TNR	0.875
StrongSignal_Both	2	2	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	TPR	0.75
